DAY,TIME,PH,SUNLIGHT,HUMIDITY,TEMPERATURE,SOIL MOISTURE,WATER LEVEL
day9,25:47.8,7.33,200,66,29,684,253
day9,35:49.5,7.11,198,66.3,28.8,684,252
day9,45:51.1,7.33,198,66,29,684,251
day9,55:52.7,7.22,198,65.6,28.6,684,250
day9,05:54.3,7.26,197,65.3,28.7,682,244
day9,15:55.9,7.04,195,63.9,28.9,684,249
day9,25:57.5,7.29,194,64.1,28.6,682,242
day9,35:59.0,7.22,192,66,28.6,684,249
day9,46:00.6,7.22,191,65.9,28.5,684,240
day9,56:02.0,7.26,189,66,28.5,684,248
day9,06:03.5,7.07,186,66.3,28.5,683,245
day9,16:05.0,6.78,182,67.6,28.3,683,239
day9,26:06.3,6.89,177,66.9,28.5,685,246
day9,36:07.6,7.07,169,67.7,28.4,683,251
day9,46:08.8,7.11,160,67.7,28.3,684,249
day9,56:10.0,6.96,147,67.7,28.2,681,246
day9,06:11.7,6.89,126,68.4,28.1,683,246
day9,16:13.1,7.07,81,69.4,28.1,684,250
day9,26:14.1,7.04,13,68.1,27.9,682,246
day10,51:40.1,6.68,153,77.1,26,684,198
day10,01:41.1,7.23,177,77.2,26.1,682,206
day10,11:42.2,7.6,191,77.3,26,684,212
day10,21:43.3,7.94,199,77.2,26.1,683,219
day10,31:44.3,7.97,205,77.1,26.3,684,216
day10,41:45.4,8.08,209,76.6,26.4,684,221
day10,51:46.4,8.12,222,74.4,27.4,682,230
day10,01:47.5,8.19,217,71.9,28.1,684,236
day10,11:48.6,8.3,222,68.7,29.4,684,236
day10,21:49.6,8.34,223,66.7,30.1,685,237
day10,31:50.7,8.3,223,65.8,30.4,682,241
day10,41:51.7,8.42,225,64,31.5,685,239
day10,51:52.8,8.34,224,60.5,32.7,685,235
day10,01:53.9,8.27,219,61.4,32.1,682,237
day10,11:54.9,8.3,218,61.5,32.2,682,233
day10,21:56.0,8.3,217,64.6,30.8,685,239
day10,31:57.0,8.38,217,65.6,30.7,683,243
day10,41:58.1,8.38,217,64.7,30.5,685,244
day10,51:59.2,8.38,217,65.1,30,685,246
day10,02:00.2,8.38,216,64.3,30.3,682,247
day10,12:01.3,8.38,216,64.6,30.4,684,248
day10,22:02.3,8.27,216,64.2,30.4,685,249
day10,32:03.4,8.42,216,62.8,30.5,685,246
day10,42:04.4,8.27,215,63.6,30.4,684,250
day10,52:05.5,8.27,215,62.9,30.6,685,256
day10,02:06.6,8.23,215,62.9,30.6,685,239
day10,12:07.6,8.19,213,62.5,30.5,683,243
day10,22:08.7,8.08,213,59.7,30.5,684,253
day10,32:09.7,8.23,212,56.4,30.5,685,259
day10,42:10.8,8.16,212,56.3,30.7,684,243
day10,52:11.9,8.19,211,55.8,30.6,683,257
day10,02:12.9,8.19,210,55.7,30.5,682,259
day10,12:14.0,8.12,209,53,30.5,682,254
day10,22:15.0,8.19,208,56.4,30.4,684,247
day10,32:16.1,8.08,207,58.6,30.4,685,249
day10,42:17.2,8.01,206,59.5,30.4,683,246
day10,52:18.2,8.01,206,59.4,30.4,684,246
day10,02:19.3,8.08,205,60.3,30.1,681,247
day10,12:20.3,8.01,205,60.2,30.2,682,248
day10,22:21.4,8.01,204,58.3,30.2,682,232
day10,32:22.4,8.05,204,60.9,30.1,684,252
day10,42:23.5,7.97,204,59.4,30,682,252
day10,52:24.6,7.97,203,58.3,29.9,682,246
day10,02:25.6,7.97,202,59.8,29.9,684,245
day10,12:26.7,7.94,202,59.7,29.9,684,246
day10,22:27.7,7.97,202,61.5,29.7,684,247
day10,32:28.8,8.27,201,62.8,29.8,682,241
day10,42:29.9,8.27,200,61.3,29.6,684,240
day10,52:30.9,8.12,200,62.9,29.6,682,245
day10,02:32.0,8.27,199,64.3,29.6,684,246
day10,12:33.0,8.19,199,63.6,29.6,684,245
day10,22:34.1,8.16,198,62.7,29.5,682,245
day10,32:35.2,8.08,197,62.6,29.4,682,245
day10,42:36.2,8.08,195,62.6,29.4,684,246
day10,52:37.3,8.08,196,62.8,29.3,684,245
day10,02:38.3,8.08,195,63.6,29.3,682,245
day10,12:39.4,8.01,194,64.5,29.2,684,245
day10,22:40.4,7.97,193,65.2,29.1,684,244
day10,32:41.5,8.08,192,63.2,29,684,239
day10,42:42.6,8.01,190,63.4,29.1,684,242
day10,52:43.6,8.08,189,63.5,29.1,685,241
day10,02:44.7,8.01,185,63.9,29.1,685,241
day10,12:45.7,7.97,181,64.8,28.9,685,242
day10,22:46.8,8.01,178,65.5,28.8,684,240
day10,32:47.9,7.97,172,67.5,28.7,685,239
day10,42:48.9,7.94,163,67.6,28.6,682,239
day10,52:50.0,7.94,148,68,28.6,684,239
day10,02:51.0,8.01,129,68.6,28.5,685,238
day10,12:52.1,7.97,96,69.7,28.4,682,239
day10,22:53.1,7.86,37,69,28.2,685,239
day11,54:04.9,6.68,153,79.5,25.7,686,215
day11,04:07.8,7.23,177,79.9,25.8,681,218
day11,14:09.7,7.6,191,79.6,26.1,681,226
day11,24:10.8,7.94,199,78.8,26.4,680,233
day11,34:12.1,7.97,205,77.9,26.7,680,241
day11,44:13.2,8.08,209,77.1,27,679,248
day11,54:14.3,8.12,222,66,31.5,680,255
day11,04:15.7,8.19,217,61.5,33.2,683,261
day11,14:17.1,8.3,222,61.3,33.3,683,266
day11,24:18.6,8.34,223,60.5,33.6,682,268
day11,34:20.0,8.3,223,59.1,34.1,682,267
day11,44:21.5,8.42,225,56.9,35.2,680,263
day11,54:22.9,8.34,224,54.4,36.7,680,265
day11,04:24.3,8.27,219,53.2,36.9,682,264
day11,14:25.7,8.3,218,54.5,36,683,262
day11,24:27.0,8.3,217,63.5,31.9,680,262
day11,34:28.4,8.38,217,65.3,31.4,680,259
day11,44:29.7,8.38,217,65.6,31.2,680,259
day11,54:31.1,8.38,217,64.8,31.3,680,257
day11,04:32.4,8.38,216,64.8,31.2,680,256
day11,14:33.7,8.38,216,64.4,31.2,682,255
day11,24:35.1,8.27,216,64,31.1,682,259
day11,34:36.4,8.42,216,64,31.3,683,257
day11,44:37.8,8.27,215,64.3,31.5,681,262
day11,54:39.1,8.27,215,62.9,31.4,683,258
day11,04:40.4,8.23,215,62.8,31.4,681,256
day11,14:41.7,8.19,213,62.3,31.5,683,253
day11,24:43.0,8.08,213,62.2,31.4,679,255
day11,34:44.3,8.23,212,60.6,31.6,679,254
day11,44:45.6,8.16,212,58.6,31.5,681,257
day11,54:46.9,8.19,211,58.7,31.7,682,256
day11,04:48.2,8.19,210,58.4,31.8,681,254
day11,14:49.4,8.12,209,57.2,31.5,682,255
day11,24:50.7,8.19,208,56.6,31.7,680,252
day11,34:51.9,8.08,207,57.6,31.5,683,252
day11,44:53.2,8.01,206,59.1,31.8,681,251
day11,54:54.4,8.01,206,57.7,31.8,682,254
day11,04:55.6,8.08,205,56.7,31.7,680,250
day11,14:56.8,8.01,205,57.7,31.8,680,251
day11,24:58.0,8.01,204,56.9,31.9,682,252
day11,34:59.3,8.05,204,55.5,32,680,248
day11,45:00.5,7.97,204,66,31.5,682,249
day11,55:01.7,7.97,203,67.5,31,681,248
day11,05:02.9,7.97,202,67.4,31.3,681,248
day11,15:04.0,7.94,202,68.5,30.8,681,249
day11,25:05.2,7.97,202,70,30.6,682,253
day11,35:06.4,8.27,201,69.4,30.7,681,255
day11,45:07.6,8.27,200,69.2,30.7,682,255
day11,55:08.7,8.12,200,69.7,30.6,682,256
day11,05:09.9,8.27,199,70.7,30.2,682,254
day11,15:11.0,8.19,199,71,30.3,680,254
day11,25:12.2,8.16,198,70.1,30.5,681,252
day11,35:13.3,8.08,197,71,30.5,682,254
day11,45:14.5,8.08,195,71,30.3,683,253
day11,55:15.6,8.08,196,70.9,30.3,679,252
day11,05:16.7,8.08,195,71.5,30.1,680,251
day11,15:17.8,8.01,194,71.6,30,682,251
day11,25:18.9,7.97,193,71.9,29.6,684,252
day11,35:19.9,8.08,192,71.4,29.7,687,262
day11,45:21.0,8.01,190,72,29.4,681,252
day11,55:22.1,8.08,189,72.8,29.3,679,251
day11,05:23.1,8.01,185,73.2,29.3,682,251
day11,15:24.2,7.97,181,72.7,29.3,679,250
day11,25:26.2,8.01,178,73.2,29.1,679,249
day11,35:27.3,7.97,172,73.2,29,682,254
day11,45:29.0,7.94,163,73.9,28.9,682,252
day11,55:30.9,7.94,148,74.5,28.7,680,251
day11,05:32.4,8.01,129,74.6,28.5,679,250
day11,15:33.5,7.97,96,75,28.5,684,258
day11,25:35.2,7.86,37,75.9,28.4,682,249
day12,01:39.3,8.03,159,82.5,26.3,680,212
day12,11:41.3,6.94,175,81.9,26.6,680,226
day12,21:42.5,7.31,193,81.8,26.8,681,239
day12,31:50.6,7.64,200,80.9,27.2,686,259
day12,41:52.1,7.97,206,79.8,27.6,678,256
day12,51:53.7,8.12,218,74.1,29.8,680,262
day12,01:55.0,8.23,220,67.3,32.3,678,267
day12,11:56.4,8.38,220,64.4,33.5,679,269
day12,21:57.8,8.49,223,63.6,33.7,680,270
day12,31:59.3,8.6,224,63.2,33.9,678,268
day12,42:00.8,8.53,220,59.9,35.3,679,303
day12,52:02.2,7.79,223,57,36.4,680,303
day12,02:03.6,8.38,222,55.1,37.4,680,307
day12,12:04.9,8.38,216,53.5,38,679,308
day12,22:06.3,8.27,214,64.2,32.5,681,313
day12,32:07.6,8.27,215,65.2,31.9,679,311
day12,42:08.9,8.34,213,66.2,31.8,681,310
day12,52:10.3,8.27,216,66.3,31.5,681,316
day12,02:11.6,8.23,211,66.1,31.5,679,320
day12,12:12.9,8.19,216,66.3,31.4,678,322
day12,22:14.2,8.12,215,67.1,31.3,679,318
day12,32:15.5,8.01,213,67.3,30.8,678,318
day12,42:16.8,8.05,215,66.5,31.1,678,321
day12,52:18.0,8.08,215,66.8,31,678,322
day12,02:19.4,8.01,210,66.7,30.5,681,319
day12,12:20.6,8.05,214,65.3,31.2,680,334
day12,22:21.9,8.05,211,65.4,31.1,678,336
day12,32:23.3,7.97,212,64.4,30.9,681,343
day12,42:24.5,7.9,212,63.4,31.2,678,341
day12,52:25.8,7.79,210,63.8,31.1,679,349
day12,02:27.1,7.9,210,63.7,31.1,681,351
day12,12:28.4,7.83,209,63.4,31,681,351
day12,22:29.6,7.75,209,65,31,681,356
day12,32:30.8,7.75,207,63.9,30.6,681,352
day12,42:32.1,7.68,206,64.8,30.6,679,351
day12,52:33.3,7.79,205,65.4,31,681,361
day12,02:34.5,7.71,205,64.3,30.6,678,351
day12,12:35.7,7.71,204,65.3,30.8,681,353
day12,22:36.9,7.79,204,63.8,30.9,680,358
day12,32:38.1,7.68,203,63.1,30.8,678,357
day12,42:39.3,7.68,202,63.1,30.9,680,361
day12,52:40.5,7.6,201,63.1,31,680,362
day12,02:41.7,7.64,201,64,31,681,368
day12,12:42.9,7.64,201,64.3,30.9,678,365
day12,22:44.1,7.57,200,65.2,30.6,678,372
day12,32:45.2,7.6,199,64.4,30.6,681,369
day12,42:46.4,7.49,199,64.4,30.5,679,374
day12,52:47.5,7.53,198,63.1,30.4,681,374
day12,02:48.7,7.53,198,65.1,30.4,680,374
day12,12:49.8,7.53,197,64,30.3,681,372
day12,22:50.9,7.53,197,64.7,30.3,680,371
day12,32:52.0,7.53,195,66.6,30.1,679,375
day12,42:53.2,7.53,196,66.5,30,679,368
day12,52:54.3,7.53,194,66.6,30,681,369
day12,02:55.4,7.53,194,67.5,30,679,367
day12,12:56.4,7.42,192,69.2,29.8,680,377
day12,22:57.5,7.42,191,69.4,29.9,681,362
day12,32:58.6,7.6,189,68.5,29.7,680,386
day12,42:59.6,7.35,188,68.2,29.6,680,388
day12,53:00.7,7.35,187,67.5,29.5,680,380
day12,03:01.7,7.35,184,68.4,29.4,680,377
day12,13:03.8,7.31,181,70,29.5,679,374
day12,23:04.8,7.35,175,70.8,29.2,679,375
day12,33:06.8,7.38,170,70.7,29.1,679,371
day12,43:08.7,7.38,161,72.9,29,680,368
day12,53:10.5,7.35,146,73.4,28.9,678,361
day12,03:12.1,7.42,127,72.9,28.8,681,359
day12,13:13.3,7.35,99,72.6,28.6,681,362
day12,23:15.2,7.49,56,73.3,28.5,678,359
day12,33:16.8,7.35,0,72.6,28.6,681,363
day13,37:39.0,7.94,78,74.4,26.9,679,361
day13,47:40.9,8.07,135,74.8,26.8,679,384
day13,57:42.0,6.9,166,74.5,27.1,680,400
day13,07:43.1,7.12,183,73.7,27.3,680,416
day13,17:44.1,7.35,194,73.6,27.4,680,400
day13,27:45.2,7.64,198,72.9,27.6,678,401
day13,37:46.3,7.94,193,72.8,27.7,682,401
day13,47:47.6,7.97,222,72.6,28,678,396
day13,57:49.0,8.12,223,69.5,29.1,679,400
day13,07:50.4,8.27,224,55.1,36,680,409
day13,17:51.8,8.19,225,53.3,36.1,680,406
day13,27:53.2,8.27,221,59.2,32.9,681,422
day13,37:54.6,8.08,225,63,31.7,680,439
day13,47:56.1,8.08,225,50.8,37.2,679,436
day13,57:57.6,8.16,226,49.3,37.7,678,430
day13,07:58.9,8.01,218,47.8,38.6,681,410
day13,18:00.1,8.08,211,58.9,32,678,417
day13,28:01.4,7.79,206,64.4,30,681,436
day13,38:02.8,7.68,217,64.1,30.5,681,452
day13,48:04.1,7.6,215,64.2,30.5,679,444
day13,58:05.4,7.57,212,65.1,30.6,678,421
day13,08:06.7,7.64,210,66,30.3,679,458
day13,18:08.0,7.38,216,63.3,30.6,678,451
day13,28:09.3,7.64,215,64.1,30.1,678,451
day13,38:10.7,7.38,216,62.6,30.7,680,430
day13,48:12.0,7.71,215,62.6,30.6,678,438
day13,58:13.3,7.71,214,61.9,30.8,680,438
day13,08:14.6,7.68,214,61.6,30.6,678,461
day13,18:15.9,7.35,212,59.5,30.6,680,456
day13,28:17.2,7.46,212,59.6,30.5,680,451
day13,38:18.5,7.6,211,59.8,30.7,678,448
day13,48:19.8,7.49,211,60.7,30.6,678,420
day13,58:21.0,7.71,210,62.5,30.5,680,450
day13,08:22.3,7.53,210,63,30.7,677,445
day13,18:23.5,7.46,201,63.8,30.3,680,445
day13,28:24.8,7.42,208,65,30.3,679,444
day13,38:26.0,7.42,207,64.1,30.2,680,432
day13,48:27.2,7.6,205,65.4,30.2,680,458
day13,58:28.4,7.31,203,64.8,30.1,678,453
day13,08:29.6,7.42,201,64.4,30.1,680,454
day13,18:30.8,7.38,202,65.9,30,678,366
day13,28:31.9,7.9,201,64.7,30,680,466
day13,38:33.1,7.23,200,63.7,29.8,680,463
day13,48:34.3,7.27,199,61.8,29.8,679,456
day13,58:35.4,7.35,199,64,29.8,680,459
day13,08:36.6,7.38,199,61.2,29.7,678,461
day13,18:37.7,7.35,198,60.5,29.6,679,462
day13,28:38.9,7.38,198,62.6,29.6,680,429
day13,38:40.0,7.64,197,64.3,29.7,678,474
day13,48:41.1,7.23,197,63.9,29.5,680,449
day13,58:42.3,7.35,196,62.4,29.7,680,469
day13,08:43.4,7.23,195,62.8,29.6,679,462
day13,18:44.5,7.27,194,61.8,29.5,681,472
day13,28:47.5,7.2,192,63.4,29.5,681,481
day13,38:48.6,7.35,194,63.6,29.5,681,470
day13,48:49.7,7.64,194,67.2,29,679,456
day13,58:50.8,7.49,193,66.2,29.1,682,469
day13,08:51.9,7.53,192,67.1,29.1,680,477
day13,18:53.0,7.31,192,67.8,28.7,684,472
day13,28:54.0,7.31,190,67,28.9,686,473
day13,38:55.1,7.49,191,68.1,28.8,680,459
day13,48:56.1,7.42,186,69.3,28.5,678,455
day13,58:57.2,7.35,187,68.3,28.8,681,458
day13,08:58.3,7.35,187,67.7,28.7,680,466
day13,18:59.3,7.2,184,68.2,28.7,678,467
day13,29:01.3,7.16,182,67.9,28.6,678,470
day13,39:02.4,7.31,167,68.4,28.3,678,465
day13,49:04.1,7.31,162,69.3,28.2,680,466
day13,59:06.0,7.31,150,68.8,28.5,680,468
day13,09:07.5,7.2,127,68.3,28.3,679,471
day13,19:08.5,7.31,88,68.8,28.3,678,473
day14,41:48.8,6.79,91,74.8,26.4,680,413
day14,51:50.7,7.01,130,74.2,26.6,679,438
day14,01:51.8,7.2,165,74,26.9,680,467
day14,11:52.8,7.35,178,74.4,27,679,474
day14,21:53.9,7.12,199,73.9,27.3,680,474
day14,31:55.1,7.12,205,73.7,27.8,680,477
day14,41:56.4,7.2,209,72.4,28.1,679,468
day14,51:57.9,7.49,223,63.2,32,680,480
day14,01:59.3,7.64,223,58.9,33.7,680,483
day14,12:00.6,7.79,218,55,35,681,477
day14,22:02.0,7.97,222,63.3,31.1,678,482
day14,32:03.3,8.01,224,58.9,32.2,681,485
day14,42:04.5,8.08,210,60.3,31.6,679,489
day14,52:05.7,7.94,202,67,28.5,679,486
day14,02:07.1,7.97,218,65.3,29.4,679,499
day14,12:08.4,7.97,218,56.1,33.5,679,496
day14,22:09.8,7.9,217,60,30.9,681,500
day14,32:11.1,7.83,217,62.8,30.2,680,497
day14,42:12.5,7.86,216,62.7,30,679,496
day14,52:13.8,7.79,216,62,30.3,682,496
day14,02:15.1,7.64,216,61.9,30,679,496
day14,12:16.5,7.68,217,61.9,30.3,679,497
day14,22:17.8,7.79,216,62.4,30.6,680,501
day14,32:19.2,7.64,215,61.3,30.5,681,502
day14,42:20.5,7.68,215,60.4,30.6,678,500
day14,52:21.8,7.6,214,58.8,30.4,679,499
day14,02:23.1,7.64,213,62.8,29.9,680,500
day14,12:24.4,7.49,212,60.5,30,678,502
day14,22:25.7,7.57,211,60.7,30.1,678,500
day14,32:26.9,7.64,211,61.2,30.2,680,497
day14,42:28.2,7.49,210,61.5,29.8,678,497
day14,52:29.5,7.71,209,61.6,30.3,680,499
day14,02:30.7,7.46,207,61,30.2,681,502
day14,12:32.0,7.64,206,61.3,30.3,681,502
day14,22:33.2,7.38,205,61,30.2,680,500
day14,32:34.4,7.35,204,61.9,29.9,681,500
day14,42:35.6,7.49,203,60.2,29.6,678,493
day14,52:36.8,7.27,202,62.4,29.6,680,495
day14,02:38.0,7.35,201,61.8,29.7,678,493
day14,12:39.1,7.31,201,61.4,29.7,679,494
day14,22:40.3,7.42,200,59.7,29.8,678,489
day14,32:41.5,7.53,200,61.5,29.8,679,495
day14,42:42.6,7.23,199,60.3,29.7,680,492
day14,52:43.8,7.35,199,60.8,29.6,680,494
day14,02:44.9,7.2,199,60.6,29.5,680,497
day14,12:46.1,7.42,198,61.5,29.6,680,495
day14,22:47.2,7.2,198,61.5,29.5,680,495
day14,32:48.4,7.31,197,61.2,29.6,678,494
day14,42:49.5,7.23,196,61,29.5,681,497
day14,52:50.6,7.35,196,62.4,29.5,680,498
day14,02:51.7,7.35,195,61.5,29.4,680,501
day14,12:52.9,7.2,195,60.1,29.5,678,498
day14,22:54.0,7.2,194,63.8,29.5,680,499
day14,32:55.1,7.42,193,60.8,29.2,680,500
day14,42:56.2,7.35,194,61.2,29.4,680,500
day14,52:57.3,7.12,193,62,29.1,682,513
day14,02:58.6,7.64,191,61.5,29.2,680,505
day14,12:59.7,7.2,191,63.1,29.1,679,511
day14,23:00.8,7.38,191,64.7,29,680,511
day14,33:01.8,7.09,189,64.1,29,680,512
day14,43:02.9,7.23,188,64.3,29,678,510
day14,53:04.0,7.01,188,64.1,28.7,680,503
day14,03:05.0,6.98,186,66,28.6,680,498
day14,13:06.1,6.98,183,63.9,28.4,680,505
day14,23:08.1,7.23,182,65,28.6,680,508
day14,33:09.2,6.94,178,64.1,28.6,678,512
day14,43:11.2,6.83,171,65.5,28.3,680,516
day14,53:13.2,6.83,163,67.2,28,680,512
day14,03:15.0,6.94,148,67.7,28.1,680,515
day14,13:16.4,6.83,121,67.9,28,679,515
day14,23:18.4,6.79,76,68.1,28.1,678,518
day14,33:20.0,6.79,0,67.9,27.9,680,519
day15,34:28.6,7.76,206,72.3,26.9,679,485
day15,44:29.9,7.85,216,71.5,27.3,679,506
day15,54:31.6,7.89,209,68.7,28.8,681,526
day15,04:33.6,7.94,224,60.6,32.2,681,537
day15,14:35.7,8.07,219,55.5,35.1,682,544
day15,24:36.8,6.83,219,53.5,35.6,680,548
day15,34:38.2,7.2,225,55,34.6,679,551
day15,44:39.7,7.68,226,49,37.5,679,557
day15,54:41.1,7.86,211,49.6,35.5,680,558
day15,04:42.3,7.79,215,56.4,31.4,681,559
day15,14:43.7,7.71,213,62.2,30.1,682,559
day15,24:45.0,7.9,218,58.4,31.5,680,555
day15,34:46.4,7.97,218,57.4,31.1,679,548
day15,44:47.7,7.97,217,56.4,30.7,681,549
day15,54:49.1,8.05,216,57,30.7,679,544
day15,04:50.4,7.94,216,58.4,30.1,679,546
day15,14:51.8,7.71,216,56.7,30.1,682,553
day15,24:53.1,7.53,215,56.6,30.4,682,544
day15,34:54.4,7.71,215,56.4,30.4,679,542
day15,44:55.7,7.71,215,55.5,30.3,682,544
day15,54:57.1,7.53,213,58.7,30.2,681,548
day15,04:58.4,7.64,213,55.7,30.6,681,542
day15,14:59.7,7.64,212,56.1,30.4,679,538
day15,25:01.0,7.57,211,56.2,30.3,681,543
day15,35:02.2,7.42,211,55.8,30.5,681,539
day15,45:03.5,7.16,210,55.5,29.8,681,542
day15,55:04.8,7.12,209,53.3,29.9,682,542
day15,05:06.0,7.35,207,56.5,30,679,543
day15,15:07.2,7.31,206,57.5,30.2,679,549
day15,25:08.4,7.05,205,56.4,30.3,679,542
day15,35:09.6,6.83,204,59,29.7,681,546
day15,45:10.8,6.68,203,58.6,29.6,681,544
day15,55:12.0,6.72,202,58.6,29.8,679,548
day15,05:13.2,6.83,202,58.2,29.8,681,546
day15,15:14.4,6.79,201,59.1,29.6,682,550
day15,25:15.6,6.94,201,59,29.8,679,548
day15,35:16.7,7.35,200,58.9,29.5,679,540
day15,45:17.9,6.79,201,59.4,29.8,681,540
day15,55:19.1,6.83,200,61.2,29.3,680,539
day15,05:20.2,6.79,199,60.2,29.2,681,545
day15,15:21.4,6.75,199,60.9,29.3,681,546
day15,25:22.5,8.07,198,61.7,29,681,545
day15,35:23.6,6.68,198,61.3,29.2,679,545
day15,45:24.8,6.79,198,60.2,29.2,681,545
day15,55:25.9,6.75,197,62,29.2,681,543
day15,05:27.0,6.79,197,61.9,28.8,681,541
day15,15:28.2,6.72,196,60.8,29,679,549
day15,25:29.3,6.68,197,60.9,29.1,682,557
day15,35:30.4,7.98,195,60.7,29.2,681,555
day15,45:31.5,7.98,195,63.5,28.7,682,560
day15,55:32.6,8.07,194,63,29,682,564
day15,05:33.7,7.98,193,61.3,28.8,681,559
day15,15:34.8,7.94,192,63.5,28.3,687,567
day15,25:35.8,8.07,192,62,28.6,685,567
day15,35:36.9,7.98,191,63,28.5,682,563
day15,45:37.9,8.03,190,63.6,28.6,680,565
day15,55:39.0,8.07,189,64.1,28.4,682,566
day15,05:40.1,8.07,187,64.1,28.3,680,561
day15,15:41.1,6.68,183,64,28.3,681,569
day15,25:43.2,8.03,183,64.2,28.4,682,574
day15,35:44.3,8.03,178,63.8,28,681,574
day15,45:46.2,7.98,173,64,28.1,680,573
day16,52:40.3,6.75,190,69.1,27.6,679,531
day16,02:41.7,6.75,220,66.1,29,681,552
day16,12:43.1,8.07,224,62.6,30.9,679,564
day16,22:44.5,8.03,222,50.3,36.3,682,577
day16,32:45.9,8.07,213,57.3,33,680,582
day16,42:47.3,6.72,210,56.2,33.2,679,576
day16,52:48.7,6.83,225,49.5,37.1,682,572
day16,02:50.0,7.12,219,49.2,37.3,681,573
day16,12:51.4,7.31,213,56.2,32.7,679,579
day16,22:52.7,7.31,212,61,30.8,680,582
day16,32:54.0,7.2,213,63.6,29.9,682,585
day16,42:55.3,7.2,210,65,29.3,681,586
day16,52:56.7,7.35,216,64.8,30,681,588
day16,02:58.0,7.42,216,63.8,30.3,681,586
day16,12:59.3,7.35,216,63,29.9,681,589
day16,23:00.6,7.38,216,63.4,30,679,586
day16,33:01.9,7.53,211,62.1,29.9,682,584
day16,43:03.3,6.9,215,62.2,30.2,681,581
day16,53:04.5,7.53,207,62,30.4,680,579
day16,03:05.8,7.09,209,62.6,30.1,681,581
day16,13:07.1,6.94,209,63.1,29.8,681,581
day16,23:08.4,6.79,214,62.9,30,681,582
day16,33:09.7,7.23,210,63.5,29.8,679,582
day16,43:10.9,7.16,213,62.9,30.3,681,583
day16,53:12.2,7.2,204,64.1,30.1,679,580
day16,03:13.5,7.09,210,64.3,30.1,681,584
day16,13:14.7,7.31,202,64.1,30.4,679,582
day16,23:15.9,7.05,207,63.1,30.3,679,580
day16,33:17.1,6.83,199,64.4,30,682,584
day16,43:18.3,6.68,192,63.5,29.7,681,586
day16,53:19.5,8.07,199,64.7,29.8,678,582
day16,03:20.6,6.68,204,66.9,29.9,679,583
day16,13:21.8,6.75,206,64.7,30.1,681,587
day16,23:23.1,6.79,204,65.2,29.6,681,582
day16,33:24.2,6.94,204,66.2,29.5,681,584
day16,43:25.4,6.94,200,66.3,29.6,679,584
day16,53:26.5,6.94,201,66.5,29.5,681,583
day16,03:27.7,6.9,200,67.2,29.4,678,582
day16,13:28.8,6.79,198,66.4,29.7,680,588
day16,23:29.9,6.72,198,66.3,29.4,681,586
day16,33:31.1,8.07,198,66.1,29.5,679,586
day16,43:32.2,7.94,197,67,29.3,681,587
day16,53:33.3,7.8,197,66.7,29.2,681,586
day16,03:34.5,7.8,197,67.3,29.3,681,585
day16,13:35.6,7.76,197,67.1,29.1,679,583
day16,23:36.7,7.76,195,66.2,29.2,681,591
day16,33:37.8,7.76,183,66.4,29.2,681,595
day16,43:38.9,7.76,192,67,29.1,683,594
day16,53:39.9,7.76,194,67.7,29.1,683,585
day16,03:41.0,7.85,189,68.3,29.1,683,581
day16,13:42.1,7.8,192,68.7,28.7,687,597
day16,23:43.2,7.76,189,68.4,28.6,686,597
day16,33:44.2,7.76,188,67.9,28.8,679,588
day16,43:47.1,7.71,190,68.2,28.8,682,591
day16,53:48.2,7.71,187,67.2,28.9,679,588
day16,03:49.3,7.67,186,68.4,28.5,681,591
day16,13:50.3,7.71,184,69.1,28.4,680,590
day16,23:52.4,7.71,183,69,28.5,681,591
day16,33:53.5,7.71,179,69.2,28.5,681,594
day16,43:55.5,7.71,175,69.4,28.6,678,593
day16,53:57.5,7.71,167,68.5,28.2,681,594
day16,03:59.3,7.76,150,69.3,28,680,593
day16,14:00.8,7.76,123,70.4,27.9,680,594
day16,24:02.8,7.62,77,69.9,27.8,680,597
day16,34:04.4,7.62,2,69.8,28,678,600
day17,32:42.2,6.94,183,73.8,27.3,679,522
day17,42:44.1,7.46,164,68.2,27.3,679,537
day17,52:45.3,7.83,171,66.7,27.4,679,550
day17,02:46.4,7.83,217,64.1,31.2,677,557
day17,12:47.5,7.97,183,71.5,28.4,677,566
day17,22:48.9,8.01,216,70.5,29.3,680,585
day17,32:50.1,8.01,215,56.9,35,677,581
day17,42:51.4,8.12,192,65.1,31.4,680,593
day17,52:52.8,8.12,218,62.1,32.8,678,592
day17,02:54.2,8.23,219,50,37.4,678,588
day17,12:55.6,8.38,219,53.4,34.6,678,590
day17,22:56.9,8.38,212,59.6,31.5,676,593
day17,32:58.1,8.53,201,61.2,30.5,677,594
day17,42:59.4,8.49,207,62.4,30.5,679,596
day17,53:00.6,8.53,207,61.3,30.1,677,597
day17,03:01.9,8.38,197,61.5,30.3,679,601
day17,13:03.1,8.38,205,62.1,30.4,679,598
day17,23:04.4,8.3,205,62.5,30,677,594
day17,33:05.5,8.01,204,57.4,30.2,679,604
day17,43:06.7,8.12,198,59.8,30.4,679,602
day17,53:07.8,7.71,187,62.6,29.9,684,605
day17,03:08.9,7.71,185,63.2,29.7,679,606
day17,13:10.0,7.79,196,63.7,30,676,606
day17,23:11.2,7.97,194,63,30.3,676,607
day17,33:12.3,7.94,191,62.8,30,684,618
day17,43:13.3,7.83,188,64.3,30,677,613
