day16,32:37.9,7.94,198,69.5,27,677,421
day16,42:39.1,7.94,198,69.4,27,681,491
day16,52:40.3,6.75,190,69.1,27.6,679,531
day16,02:41.7,6.75,220,66.1,29,681,552
day16,12:43.1,8.07,224,62.6,30.9,679,564
day16,22:44.5,8.03,222,50.3,36.3,682,577
day16,32:45.9,8.07,213,57.3,33,680,582
day16,42:47.3,6.72,210,56.2,33.2,679,576
day16,52:48.7,6.83,225,49.5,37.1,682,572
day16,02:50.0,7.12,219,49.2,37.3,681,573
day16,12:51.4,7.31,213,56.2,32.7,679,579
day16,22:52.7,7.31,212,61,30.8,680,582
day16,32:54.0,7.2,213,63.6,29.9,682,585
day16,42:55.3,7.2,210,65,29.3,681,586
day16,52:56.7,7.35,216,64.8,30,681,588
day16,02:58.0,7.42,216,63.8,30.3,681,586
day16,12:59.3,7.35,216,63,29.9,681,589
day16,23:00.6,7.38,216,63.4,30,679,586
day16,33:01.9,7.53,211,62.1,29.9,682,584
day16,43:03.3,6.9,215,62.2,30.2,681,581
day16,53:04.5,7.53,207,62,30.4,680,579
day16,03:05.8,7.09,209,62.6,30.1,681,581
day16,13:07.1,6.94,209,63.1,29.8,681,581
day16,23:08.4,6.79,214,62.9,30,681,582
day16,33:09.7,7.23,210,63.5,29.8,679,582
day16,43:10.9,7.16,213,62.9,30.3,681,583
day16,53:12.2,7.2,204,64.1,30.1,679,580
day16,03:13.5,7.09,210,64.3,30.1,681,584
day16,13:14.7,7.31,202,64.1,30.4,679,582
day16,23:15.9,7.05,207,63.1,30.3,679,580
day16,33:17.1,6.83,199,64.4,30,682,584
day16,43:18.3,6.68,192,63.5,29.7,681,586
day16,53:19.5,8.07,199,64.7,29.8,678,582
day16,03:20.6,6.68,204,66.9,29.9,679,583
day16,13:21.8,6.75,206,64.7,30.1,681,587
day16,23:23.1,6.79,204,65.2,29.6,681,582
day16,33:24.2,6.94,204,66.2,29.5,681,584
day16,43:25.4,6.94,200,66.3,29.6,679,584
day16,53:26.5,6.94,201,66.5,29.5,681,583
day16,03:27.7,6.9,200,67.2,29.4,678,582
day16,13:28.8,6.79,198,66.4,29.7,680,588
day16,23:29.9,6.72,198,66.3,29.4,681,586
day16,33:31.1,8.07,198,66.1,29.5,679,586
day16,43:32.2,7.94,197,67,29.3,681,587
day16,53:33.3,7.8,197,66.7,29.2,681,586
day16,03:34.5,7.8,197,67.3,29.3,681,585
day16,13:35.6,7.76,197,67.1,29.1,679,583
day16,23:36.7,7.76,195,66.2,29.2,681,591
day16,33:37.8,7.76,183,66.4,29.2,681,595
day16,43:38.9,7.76,192,67,29.1,683,594
day16,53:39.9,7.76,194,67.7,29.1,683,585
day16,03:41.0,7.85,189,68.3,29.1,683,581
day16,13:42.1,7.8,192,68.7,28.7,687,597
day16,23:43.2,7.76,189,68.4,28.6,686,597
day16,33:44.2,7.76,188,67.9,28.8,679,588
day16,43:47.1,7.71,190,68.2,28.8,682,591
day16,53:48.2,7.71,187,67.2,28.9,679,588
day16,03:49.3,7.67,186,68.4,28.5,681,591
day16,13:50.3,7.71,184,69.1,28.4,680,590
day16,23:52.4,7.71,183,69,28.5,681,591
day16,33:53.5,7.71,179,69.2,28.5,681,594
day16,43:55.5,7.71,175,69.4,28.6,678,593
day16,53:57.5,7.71,167,68.5,28.2,681,594
day16,03:59.3,7.76,150,69.3,28,680,593
day16,14:00.8,7.76,123,70.4,27.9,680,594
day16,24:02.8,7.62,77,69.9,27.8,680,597
day16,34:04.4,7.62,2,69.8,28,678,600
day16,44:06.0,7.62,0,69.7,28,679,603
