day15,14:26.1,7.53,201,74.5,26.5,677,416
day15,24:27.3,7.53,201,74.5,26.5,680,467
day15,34:28.6,7.76,206,72.3,26.9,679,485
day15,44:29.9,7.85,216,71.5,27.3,679,506
day15,54:31.6,7.89,209,68.7,28.8,681,526
day15,04:33.6,7.94,224,60.6,32.2,681,537
day15,14:35.7,8.07,219,55.5,35.1,682,544
day15,24:36.8,6.83,219,53.5,35.6,680,548
day15,34:38.2,7.2,225,55,34.6,679,551
day15,44:39.7,7.68,226,49,37.5,679,557
day15,54:41.1,7.86,211,49.6,35.5,680,558
day15,04:42.3,7.79,215,56.4,31.4,681,559
day15,14:43.7,7.71,213,62.2,30.1,682,559
day15,24:45.0,7.9,218,58.4,31.5,680,555
day15,34:46.4,7.97,218,57.4,31.1,679,548
day15,44:47.7,7.97,217,56.4,30.7,681,549
day15,54:49.1,8.05,216,57,30.7,679,544
day15,04:50.4,7.94,216,58.4,30.1,679,546
day15,14:51.8,7.71,216,56.7,30.1,682,553
day15,24:53.1,7.53,215,56.6,30.4,682,544
day15,34:54.4,7.71,215,56.4,30.4,679,542
day15,44:55.7,7.71,215,55.5,30.3,682,544
day15,54:57.1,7.53,213,58.7,30.2,681,548
day15,04:58.4,7.64,213,55.7,30.6,681,542
day15,14:59.7,7.64,212,56.1,30.4,679,538
day15,25:01.0,7.57,211,56.2,30.3,681,543
day15,35:02.2,7.42,211,55.8,30.5,681,539
day15,45:03.5,7.16,210,55.5,29.8,681,542
day15,55:04.8,7.12,209,53.3,29.9,682,542
day15,05:06.0,7.35,207,56.5,30,679,543
day15,15:07.2,7.31,206,57.5,30.2,679,549
day15,25:08.4,7.05,205,56.4,30.3,679,542
day15,35:09.6,6.83,204,59,29.7,681,546
day15,45:10.8,6.68,203,58.6,29.6,681,544
day15,55:12.0,6.72,202,58.6,29.8,679,548
day15,05:13.2,6.83,202,58.2,29.8,681,546
day15,15:14.4,6.79,201,59.1,29.6,682,550
day15,25:15.6,6.94,201,59,29.8,679,548
day15,35:16.7,7.35,200,58.9,29.5,679,540
day15,45:17.9,6.79,201,59.4,29.8,681,540
day15,55:19.1,6.83,200,61.2,29.3,680,539
day15,05:20.2,6.79,199,60.2,29.2,681,545
day15,15:21.4,6.75,199,60.9,29.3,681,546
day15,25:22.5,8.07,198,61.7,29,681,545
day15,35:23.6,6.68,198,61.3,29.2,679,545
day15,45:24.8,6.79,198,60.2,29.2,681,545
day15,55:25.9,6.75,197,62,29.2,681,543
day15,05:27.0,6.79,197,61.9,28.8,681,541
day15,15:28.2,6.72,196,60.8,29,679,549
day15,25:29.3,6.68,197,60.9,29.1,682,557
day15,35:30.4,7.98,195,60.7,29.2,681,555
day15,45:31.5,7.98,195,63.5,28.7,682,560
day15,55:32.6,8.07,194,63,29,682,564
day15,05:33.7,7.98,193,61.3,28.8,681,559
day15,15:34.8,7.94,192,63.5,28.3,687,567
day15,25:35.8,8.07,192,62,28.6,685,567
day15,35:36.9,7.98,191,63,28.5,682,563
day15,45:37.9,8.03,190,63.6,28.6,680,565
day15,55:39.0,8.07,189,64.1,28.4,682,566
day15,05:40.1,8.07,187,64.1,28.3,680,561
day15,15:41.1,6.68,183,64,28.3,681,569
day15,25:43.2,8.03,183,64.2,28.4,682,574
day15,35:44.3,8.03,178,63.8,28,681,574
day15,45:46.2,7.98,173,64,28.1,680,573
day15,55:48.2,7.94,161,65.8,28.3,679,571
