day11,33:57.9,6.72,108,81.2,25.4,680,175
day11,44:00.3,8.07,108,81.2,25.4,685,193
day11,54:04.9,6.68,153,79.5,25.7,686,215
day11,04:07.8,7.23,177,79.9,25.8,681,218
day11,14:09.7,7.6,191,79.6,26.1,681,226
day11,24:10.8,7.94,199,78.8,26.4,680,233
day11,34:12.1,7.97,205,77.9,26.7,680,241
day11,44:13.2,8.08,209,77.1,27,679,248
day11,54:14.3,8.12,222,66,31.5,680,255
day11,04:15.7,8.19,217,61.5,33.2,683,261
day11,14:17.1,8.3,222,61.3,33.3,683,266
day11,24:18.6,8.34,223,60.5,33.6,682,268
day11,34:20.0,8.3,223,59.1,34.1,682,267
day11,44:21.5,8.42,225,56.9,35.2,680,263
day11,54:22.9,8.34,224,54.4,36.7,680,265
day11,04:24.3,8.27,219,53.2,36.9,682,264
day11,14:25.7,8.3,218,54.5,36,683,262
day11,24:27.0,8.3,217,63.5,31.9,680,262
day11,34:28.4,8.38,217,65.3,31.4,680,259
day11,44:29.7,8.38,217,65.6,31.2,680,259
day11,54:31.1,8.38,217,64.8,31.3,680,257
day11,04:32.4,8.38,216,64.8,31.2,680,256
day11,14:33.7,8.38,216,64.4,31.2,682,255
day11,24:35.1,8.27,216,64,31.1,682,259
day11,34:36.4,8.42,216,64,31.3,683,257
day11,44:37.8,8.27,215,64.3,31.5,681,262
day11,54:39.1,8.27,215,62.9,31.4,683,258
day11,04:40.4,8.23,215,62.8,31.4,681,256
day11,14:41.7,8.19,213,62.3,31.5,683,253
day11,24:43.0,8.08,213,62.2,31.4,679,255
day11,34:44.3,8.23,212,60.6,31.6,679,254
day11,44:45.6,8.16,212,58.6,31.5,681,257
day11,54:46.9,8.19,211,58.7,31.7,682,256
day11,04:48.2,8.19,210,58.4,31.8,681,254
day11,14:49.4,8.12,209,57.2,31.5,682,255
day11,24:50.7,8.19,208,56.6,31.7,680,252
day11,34:51.9,8.08,207,57.6,31.5,683,252
day11,44:53.2,8.01,206,59.1,31.8,681,251
day11,54:54.4,8.01,206,57.7,31.8,682,254
day11,04:55.6,8.08,205,56.7,31.7,680,250
day11,14:56.8,8.01,205,57.7,31.8,680,251
day11,24:58.0,8.01,204,56.9,31.9,682,252
day11,34:59.3,8.05,204,55.5,32,680,248
day11,45:00.5,7.97,204,66,31.5,682,249
day11,55:01.7,7.97,203,67.5,31,681,248
day11,05:02.9,7.97,202,67.4,31.3,681,248
day11,15:04.0,7.94,202,68.5,30.8,681,249
day11,25:05.2,7.97,202,70,30.6,682,253
day11,35:06.4,8.27,201,69.4,30.7,681,255
day11,45:07.6,8.27,200,69.2,30.7,682,255
day11,55:08.7,8.12,200,69.7,30.6,682,256
day11,05:09.9,8.27,199,70.7,30.2,682,254
day11,15:11.0,8.19,199,71,30.3,680,254
day11,25:12.2,8.16,198,70.1,30.5,681,252
day11,35:13.3,8.08,197,71,30.5,682,254
day11,45:14.5,8.08,195,71,30.3,683,253
day11,55:15.6,8.08,196,70.9,30.3,679,252
day11,05:16.7,8.08,195,71.5,30.1,680,251
day11,15:17.8,8.01,194,71.6,30,682,251
day11,25:18.9,7.97,193,71.9,29.6,684,252
day11,35:19.9,8.08,192,71.4,29.7,687,262
day11,45:21.0,8.01,190,72,29.4,681,252
day11,55:22.1,8.08,189,72.8,29.3,679,251
day11,05:23.1,8.01,185,73.2,29.3,682,251
day11,15:24.2,7.97,181,72.7,29.3,679,250
day11,25:26.2,8.01,178,73.2,29.1,679,249
day11,35:27.3,7.97,172,73.2,29,682,254
day11,45:29.0,7.94,163,73.9,28.9,682,252
day11,55:30.9,7.94,148,74.5,28.7,680,251
day11,05:32.4,8.01,129,74.6,28.5,679,250
day11,15:33.5,7.97,96,75,28.5,684,258
day11,25:35.2,7.86,37,75.9,28.4,682,249
day11,35:36.8,7.83,0,76,28.3,679,249
