day12,41:36.4,7.53,126,81.8,26.4,680,184
day12,51:38.2,7.53,126,81.7,26.4,678,199
day12,01:39.3,8.03,159,82.5,26.3,680,212
day12,11:41.3,6.94,175,81.9,26.6,680,226
day12,21:42.5,7.31,193,81.8,26.8,681,239
day12,31:50.6,7.64,200,80.9,27.2,686,259
day12,41:52.1,7.97,206,79.8,27.6,678,256
day12,51:53.7,8.12,218,74.1,29.8,680,262
day12,01:55.0,8.23,220,67.3,32.3,678,267
day12,11:56.4,8.38,220,64.4,33.5,679,269
day12,21:57.8,8.49,223,63.6,33.7,680,270
day12,31:59.3,8.6,224,63.2,33.9,678,268
day12,42:00.8,8.53,220,59.9,35.3,679,303
day12,52:02.2,7.79,223,57,36.4,680,303
day12,02:03.6,8.38,222,55.1,37.4,680,307
day12,12:04.9,8.38,216,53.5,38,679,308
day12,22:06.3,8.27,214,64.2,32.5,681,313
day12,32:07.6,8.27,215,65.2,31.9,679,311
day12,42:08.9,8.34,213,66.2,31.8,681,310
day12,52:10.3,8.27,216,66.3,31.5,681,316
day12,02:11.6,8.23,211,66.1,31.5,679,320
day12,12:12.9,8.19,216,66.3,31.4,678,322
day12,22:14.2,8.12,215,67.1,31.3,679,318
day12,32:15.5,8.01,213,67.3,30.8,678,318
day12,42:16.8,8.05,215,66.5,31.1,678,321
day12,52:18.0,8.08,215,66.8,31,678,322
day12,02:19.4,8.01,210,66.7,30.5,681,319
day12,12:20.6,8.05,214,65.3,31.2,680,334
day12,22:21.9,8.05,211,65.4,31.1,678,336
day12,32:23.3,7.97,212,64.4,30.9,681,343
day12,42:24.5,7.9,212,63.4,31.2,678,341
day12,52:25.8,7.79,210,63.8,31.1,679,349
day12,02:27.1,7.9,210,63.7,31.1,681,351
day12,12:28.4,7.83,209,63.4,31,681,351
day12,22:29.6,7.75,209,65,31,681,356
day12,32:30.8,7.75,207,63.9,30.6,681,352
day12,42:32.1,7.68,206,64.8,30.6,679,351
day12,52:33.3,7.79,205,65.4,31,681,361
day12,02:34.5,7.71,205,64.3,30.6,678,351
day12,12:35.7,7.71,204,65.3,30.8,681,353
day12,22:36.9,7.79,204,63.8,30.9,680,358
day12,32:38.1,7.68,203,63.1,30.8,678,357
day12,42:39.3,7.68,202,63.1,30.9,680,361
day12,52:40.5,7.6,201,63.1,31,680,362
day12,02:41.7,7.64,201,64,31,681,368
day12,12:42.9,7.64,201,64.3,30.9,678,365
day12,22:44.1,7.57,200,65.2,30.6,678,372
day12,32:45.2,7.6,199,64.4,30.6,681,369
day12,42:46.4,7.49,199,64.4,30.5,679,374
day12,52:47.5,7.53,198,63.1,30.4,681,374
day12,02:48.7,7.53,198,65.1,30.4,680,374
day12,12:49.8,7.53,197,64,30.3,681,372
day12,22:50.9,7.53,197,64.7,30.3,680,371
day12,32:52.0,7.53,195,66.6,30.1,679,375
day12,42:53.2,7.53,196,66.5,30,679,368
day12,52:54.3,7.53,194,66.6,30,681,369
day12,02:55.4,7.53,194,67.5,30,679,367
day12,12:56.4,7.42,192,69.2,29.8,680,377
day12,22:57.5,7.42,191,69.4,29.9,681,362
day12,32:58.6,7.6,189,68.5,29.7,680,386
day12,42:59.6,7.35,188,68.2,29.6,680,388
day12,53:00.7,7.35,187,67.5,29.5,680,380
day12,03:01.7,7.35,184,68.4,29.4,680,377
day12,13:03.8,7.31,181,70,29.5,679,374
day12,23:04.8,7.35,175,70.8,29.2,679,375
day12,33:06.8,7.38,170,70.7,29.1,679,371
day12,43:08.7,7.38,161,72.9,29,680,368
day12,53:10.5,7.35,146,73.4,28.9,678,361
day12,03:12.1,7.42,127,72.9,28.8,681,359
day12,13:13.3,7.35,99,72.6,28.6,681,362
day12,23:15.2,7.49,56,73.3,28.5,678,359
day12,33:16.8,7.35,0,72.6,28.6,681,363
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
