day17,12:40.1,6.83,171,67.7,27,677,436
day17,22:41.1,6.9,171,66.2,27,677,486
day17,32:42.2,6.94,183,73.8,27.3,679,522
day17,42:44.1,7.46,164,68.2,27.3,679,537
day17,52:45.3,7.83,171,66.7,27.4,679,550
day17,02:46.4,7.83,217,64.1,31.2,677,557
day17,12:47.5,7.97,183,71.5,28.4,677,566
day17,22:48.9,8.01,216,70.5,29.3,680,585
day17,32:50.1,8.01,215,56.9,35,677,581
day17,42:51.4,8.12,192,65.1,31.4,680,593
day17,52:52.8,8.12,218,62.1,32.8,678,592
day17,02:54.2,8.23,219,50,37.4,678,588
day17,12:55.6,8.38,219,53.4,34.6,678,590
day17,22:56.9,8.38,212,59.6,31.5,676,593
day17,32:58.1,8.53,201,61.2,30.5,677,594
day17,42:59.4,8.49,207,62.4,30.5,679,596
day17,53:00.6,8.53,207,61.3,30.1,677,597
day17,03:01.9,8.38,197,61.5,30.3,679,601
day17,13:03.1,8.38,205,62.1,30.4,679,598
day17,23:04.4,8.3,205,62.5,30,677,594
day17,33:05.5,8.01,204,57.4,30.2,679,604
day17,43:06.7,8.12,198,59.8,30.4,679,602
day17,53:07.8,7.71,187,62.6,29.9,684,605
day17,03:08.9,7.71,185,63.2,29.7,679,606
day17,13:10.0,7.79,196,63.7,30,676,606
day17,23:11.2,7.97,194,63,30.3,676,607
day17,33:12.3,7.94,191,62.8,30,684,618
day17,43:13.3,7.83,188,64.3,30,677,613
day17,53:14.4,7.94,185,63.8,30.3,677,613
day17,03:15.4,7.9,182,63.6,30.2,677,616
day17,13:16.5,7.79,180,62.7,30,679,619
day17,23:18.5,7.71,177,63.5,30,676,616
day17,33:19.6,7.68,175,64,30.1,677,616
day17,43:21.7,7.75,172,63.5,29.9,676,616
day17,53:22.7,7.79,171,63.1,29.9,678,620
day17,03:24.7,7.86,170,62.7,30,679,622
day17,13:25.8,8.01,169,60.9,29.6,678,619
day17,23:27.7,8.01,169,61.3,29.8,678,620
day17,33:28.8,8.12,167,62.6,29.9,678,620
day17,43:30.7,8.19,167,61.6,30,676,614
day17,53:31.8,8.12,166,62.9,30,678,621
day17,03:33.7,7.79,165,62.9,29.5,679,624
day17,13:34.8,7.79,165,64.4,29.8,678,626
day17,23:36.6,7.64,163,63.6,29.3,679,619
day17,33:37.7,7.6,163,62.8,29.4,676,620
day17,43:39.5,7.79,162,62.9,29.5,679,621
day17,53:41.6,7.86,162,59.6,29.2,678,620
day17,03:43.7,7.71,162,58.4,28.9,678,625
day17,13:45.8,7.79,161,58.7,29.1,677,622
day17,23:47.8,7.53,158,59.9,29.3,678,621
day17,33:49.9,7.49,159,64.2,28.8,679,623
day17,43:51.9,7.53,152,64.6,29,678,625
day17,53:53.9,7.49,151,61.5,29.3,679,623
day17,03:55.9,7.23,153,64,28.7,679,622
day17,13:57.8,7.16,151,64.3,29,678,631
day17,23:59.8,7.2,150,60.7,29.1,678,633
day17,34:01.8,7.38,150,62.3,28.8,678,631
day17,44:03.7,7.53,149,62.6,28.8,679,634
day17,54:05.7,7.83,149,63.2,28.8,678,633
day17,04:07.6,7.64,148,63.1,28.7,679,638
day17,14:09.5,7.86,145,62.6,28.8,678,631
day17,24:11.3,7.97,141,63,28.9,678,636
day17,34:13.1,7.68,136,66.3,28.4,679,637
day17,44:14.8,7.79,129,66.2,28.5,679,637
day17,54:16.3,7.71,117,67.2,28.5,678,637
day17,04:17.6,7.53,95,68.9,28.1,678,633
day17,14:19.6,7.53,61,69,28.2,677,634
day17,24:21.3,7.35,17,68.3,28,677,632
day17,34:22.9,7.42,0,69.3,28,679,608
,,,,,,,
,,,,,,,
